ensembl_gene_id	hsapiens_homolog_ensembl_gene	external_gene_name
ENSRNOG00000067058	ENSG00000100612	LOC120093108
ENSRNOG00000023965	ENSG00000236699	Arhgef38
ENSRNOG00000014719	ENSG00000120451	Snx19
ENSRNOG00000025979	ENSG00000175318	Gramd2a
ENSRNOG00000017401	ENSG00000162542	Tmco4
ENSRNOG00000010532	ENSG00000119328	Abitram
ENSRNOG00000013514	ENSG00000179632	Maf1
ENSRNOG00000022296	ENSG00000100341	Pnpla5
ENSRNOG00000054259	ENSG00000172059	Klf11
ENSRNOG00000046214	ENSG00000111012	Cyp27b1
ENSRNOG00000031824	ENSG00000129353	Slc44a2
ENSRNOG00000006296	ENSG00000184302	Six6
ENSRNOG00000033206	ENSG00000187097	Entpd5
ENSRNOG00000020980	ENSG00000214787	Ms4a4c-ps1
ENSRNOG00000020980	ENSG00000110079	Ms4a4c-ps1
ENSRNOG00000005905	ENSG00000184588	Pde4b
ENSRNOG00000056446	ENSG00000111405	Endou
ENSRNOG00000051164	ENSG00000136866	AABR07048473.1
ENSRNOG00000053510	ENSG00000111727	Hcfc2
ENSRNOG00000008443	ENSG00000084444	Fam234b
ENSRNOG00000006281	ENSG00000105997	Hoxa3
ENSRNOG00000021899	ENSG00000126062	Tmem115
ENSRNOG00000012748	ENSG00000118640	Vamp8
ENSRNOG00000006304	ENSG00000135679	Mdm2
ENSRNOG00000010539	ENSG00000100294	Mcat
ENSRNOG00000024712	ENSG00000188487	Insc
ENSRNOG00000016156	ENSG00000221890	Nptxr
ENSRNOG00000019048	ENSG00000291237	Sod2
ENSRNOG00000015671	ENSG00000119913	Tectb
ENSRNOG00000011970	ENSG00000162460	Tmem82
ENSRNOG00000046227	ENSG00000158109	Tprg1l
ENSRNOG00000032546	ENSG00000104885	Dot1l
ENSRNOG00000063302	ENSG00000138613	LOC691658
ENSRNOG00000019754	ENSG00000196505	Gdap2
ENSRNOG00000012364	ENSG00000163637	Prickle2
ENSRNOG00000024967	ENSG00000156467	Uqcrb
ENSRNOG00000005589	ENSG00000100612	Dhrs7
ENSRNOG00000027365	ENSG00000197576	Hoxa4
ENSRNOG00000070114	ENSG00000237353	Pate4
ENSRNOG00000019622	ENSG00000144476	Ackr3
ENSRNOG00000005126	ENSG00000162976	Slc66a3
ENSRNOG00000013798	ENSG00000137942	Fnbp1l
ENSRNOG00000021887	ENSG00000114395	Cyb561d2
ENSRNOG00000053942	ENSG00000239810	Pramef20
ENSRNOG00000053942	ENSG00000204501	Pramef20
ENSRNOG00000053942	ENSG00000229571	Pramef20
ENSRNOG00000053942	ENSG00000187545	Pramef20
ENSRNOG00000053942	ENSG00000243073	Pramef20
ENSRNOG00000053942	ENSG00000270601	Pramef20
ENSRNOG00000053942	ENSG00000279804	Pramef20
ENSRNOG00000053942	ENSG00000116721	Pramef20
ENSRNOG00000053942	ENSG00000279169	Pramef20
ENSRNOG00000053942	ENSG00000204505	Pramef20
ENSRNOG00000053942	ENSG00000204480	Pramef20
ENSRNOG00000053942	ENSG00000280267	Pramef20
ENSRNOG00000053942	ENSG00000204481	Pramef20
ENSRNOG00000053942	ENSG00000204510	Pramef20
ENSRNOG00000053942	ENSG00000120952	Pramef20
ENSRNOG00000053942	ENSG00000116726	Pramef20
ENSRNOG00000053942	ENSG00000237700	Pramef20
ENSRNOG00000053942	ENSG00000182330	Pramef20
ENSRNOG00000053942	ENSG00000274764	Pramef20
ENSRNOG00000053942	ENSG00000204479	Pramef20
ENSRNOG00000053942	ENSG00000232423	Pramef20
ENSRNOG00000053942	ENSG00000204478	Pramef20
ENSRNOG00000013593	ENSG00000100373	Upk3a
ENSRNOG00000064294	ENSG00000242120	Mdfic2
ENSRNOG00000047951	ENSG00000106004	LOC103692127
ENSRNOG00000004492	ENSG00000156469	Mterf3
ENSRNOG00000008890	ENSG00000165646	Slc18a2
ENSRNOG00000054624	ENSG00000205592	AC096792.1
ENSRNOG00000025648	ENSG00000100612	Dhrs7l1
ENSRNOG00000003813	ENSG00000100433	Kcnk10
ENSRNOG00000029862	ENSG00000161888	Spc24
ENSRNOG00000013583	ENSG00000204634	Tbc1d8
ENSRNOG00000005353	ENSG00000163602	LOC120102351
ENSRNOG00000006069	ENSG00000172071	Eif2ak3
ENSRNOG00000067077	ENSG00000138613	LOC120094192
ENSRNOG00000010593	ENSG00000119326	Ctnnal1
ENSRNOG00000046955	ENSG00000183741	Cbx6
ENSRNOG00000048917	ENSG00000106006	LOC100911511
ENSRNOG00000012347	ENSG00000179348	Gata2
ENSRNOG00000037035	ENSG00000239810	Pramef12
ENSRNOG00000037035	ENSG00000204501	Pramef12
ENSRNOG00000037035	ENSG00000229571	Pramef12
ENSRNOG00000037035	ENSG00000187545	Pramef12
ENSRNOG00000037035	ENSG00000243073	Pramef12
ENSRNOG00000037035	ENSG00000270601	Pramef12
ENSRNOG00000037035	ENSG00000279804	Pramef12
ENSRNOG00000037035	ENSG00000116721	Pramef12
ENSRNOG00000037035	ENSG00000279169	Pramef12
ENSRNOG00000037035	ENSG00000204505	Pramef12
ENSRNOG00000037035	ENSG00000204480	Pramef12
ENSRNOG00000037035	ENSG00000280267	Pramef12
ENSRNOG00000037035	ENSG00000204481	Pramef12
ENSRNOG00000037035	ENSG00000204510	Pramef12
ENSRNOG00000037035	ENSG00000120952	Pramef12
ENSRNOG00000037035	ENSG00000116726	Pramef12
ENSRNOG00000037035	ENSG00000237700	Pramef12
ENSRNOG00000037035	ENSG00000182330	Pramef12
ENSRNOG00000037035	ENSG00000274764	Pramef12
ENSRNOG00000037035	ENSG00000204479	Pramef12
ENSRNOG00000037035	ENSG00000232423	Pramef12
ENSRNOG00000037035	ENSG00000204478	Pramef12
ENSRNOG00000004302	ENSG00000171759	Pah
ENSRNOG00000019091	ENSG00000146457	Wtap
ENSRNOG00000022218	ENSG00000137965	Ifi44
ENSRNOG00000019534	ENSG00000183020	Ap2a2
ENSRNOG00000006543	ENSG00000162399	Bsnd
ENSRNOG00000027026	ENSG00000153814	Jazf1
ENSRNOG00000018939	ENSG00000076043	Rexo2
ENSRNOG00000019495	ENSG00000168505	Gbx2
ENSRNOG00000010141	ENSG00000100271	Ttll1
ENSRNOG00000052289	ENSG00000156471	Ptdss1
ENSRNOG00000008345	ENSG00000011021	Clcn6
ENSRNOG00000057556	ENSG00000121440	Pdzrn3
ENSRNOG00000005540	ENSG00000100503	Nin
ENSRNOG00000021660	ENSG00000114388	Nprl2
ENSRNOG00000056012	ENSG00000139973	Syt16
ENSRNOG00000049959	ENSG00000117154	Igsf21
ENSRNOG00000070662	ENSG00000211598	
ENSRNOG00000051650	ENSG00000134308	Ywhaq
ENSRNOG00000026594	ENSG00000143001	Tmem61
ENSRNOG00000018126	ENSG00000165029	Abca1
ENSRNOG00000055408	ENSG00000100116	Gcat
ENSRNOG00000025742	ENSG00000176619	Lmnb2
ENSRNOG00000009271	ENSG00000127616	Smarca4
ENSRNOG00000003357	ENSG00000168542	Col3a1
ENSRNOG00000007601	ENSG00000139269	Inhbe
ENSRNOG00000019240	ENSG00000116337	Ampd2
ENSRNOG00000007699	ENSG00000066455	Golga5
ENSRNOG00000070718	ENSG00000225523	LOC100365438
ENSRNOG00000070718	ENSG00000211611	LOC100365438
ENSRNOG00000070718	ENSG00000211626	LOC100365438
ENSRNOG00000010301	ENSG00000163412	Eif4e3
ENSRNOG00000017766	ENSG00000074410	Car12
ENSRNOG00000008709	ENSG00000134909	Arhgap32
ENSRNOG00000004449	ENSG00000169016	E2f6
ENSRNOG00000036942	ENSG00000049249	Tnfrsf9
ENSRNOG00000012685	ENSG00000063761	Adck1
ENSRNOG00000006541	ENSG00000111581	Nup107
ENSRNOG00000009564	ENSG00000176532	Prr15
ENSRNOG00000032554	ENSG00000099194	Scd4
ENSRNOG00000019557	ENSG00000182177	Asb18
ENSRNOG00000005614	ENSG00000100348	Txn2
ENSRNOG00000004682	ENSG00000185480	Parpbp
ENSRNOG00000006946	ENSG00000123329	Arhgap9
ENSRNOG00000007967	ENSG00000117118	Sdhb
ENSRNOG00000026855	ENSG00000131969	Abhd12b
ENSRNOG00000006508	ENSG00000144115	Thnsl2
ENSRNOG00000018691	ENSG00000221978	Ccnl2
ENSRNOG00000026299	ENSG00000162601	Mysm1
ENSRNOG00000054989	ENSG00000134317	Grhl1
ENSRNOG00000069865	ENSG00000136866	Zfp37
ENSRNOG00000009971	ENSG00000106086	Plekha8
ENSRNOG00000032429	ENSG00000178297	Tmprss9
ENSRNOG00000053349	ENSG00000180245	Rrh
ENSRNOG00000009756	ENSG00000100266	Pacsin2
ENSRNOG00000009460	ENSG00000165650	Pdzd8
ENSRNOG00000016847	ENSG00000186318	Bace1
ENSRNOG00000014197	ENSG00000171729	Tmem51
ENSRNOG00000027773	ENSG00000100796	Ppp4r3a
ENSRNOG00000009946	ENSG00000130164	Ldlr
ENSRNOG00000011376	ENSG00000119636	Bbof1
ENSRNOG00000025120	ENSG00000111087	Gli1
ENSRNOG00000066777	ENSG00000183395	Pmch
ENSRNOG00000046361	ENSG00000122592	Hoxa7
ENSRNOG00000014253	ENSG00000075891	Pax2
ENSRNOG00000037795	ENSG00000203985	Ldlrad1
ENSRNOG00000023152	ENSG00000188807	Tmem201
ENSRNOG00000024688	ENSG00000178752	Erfe
ENSRNOG00000065742	ENSG00000162654	
ENSRNOG00000006388	ENSG00000100504	Pygl
ENSRNOG00000012295	ENSG00000184381	Pla2g6
ENSRNOG00000036925	ENSG00000205693	Mansc4
ENSRNOG00000012235	ENSG00000106341	Ppp1r17
ENSRNOG00000058186	ENSG00000116285	Errfi1
ENSRNOG00000019924	ENSG00000172009	Thop1
ENSRNOG00000048949	ENSG00000170522	Elovl6
ENSRNOG00000067995	ENSG00000125352	Rnf113a2
ENSRNOG00000008658	ENSG00000187098	Mitf
ENSRNOG00000017151	ENSG00000167257	Rnf214
ENSRNOG00000021010	ENSG00000213465	Arl2
ENSRNOG00000008046	ENSG00000182107	Tmem30b
ENSRNOG00000052979	ENSG00000124839	Rab17
ENSRNOG00000019105	ENSG00000074603	Dpp8
ENSRNOG00000009636	ENSG00000136193	Scrn1
ENSRNOG00000001851	ENSG00000064763	Far2
ENSRNOG00000003736	ENSG00000204262	Col5a2
ENSRNOG00000007214	ENSG00000162600	Oma1
ENSRNOG00000010893	ENSG00000173673	Hes3
ENSRNOG00000022975	ENSG00000235568	Nfam1
ENSRNOG00000008052	ENSG00000159363	Atp13a2
ENSRNOG00000061050	ENSG00000143797	Mboat2
ENSRNOG00000064951	ENSG00000183747	Acsm2
ENSRNOG00000064951	ENSG00000066813	Acsm2
ENSRNOG00000036885	ENSG00000117228	Gbp3
ENSRNOG00000070860	ENSG00000204246	Or13c3
ENSRNOG00000026271	ENSG00000106771	Tmem245
ENSRNOG00000019244	ENSG00000162576	Mxra8
ENSRNOG00000019189	ENSG00000120437	Acat2
ENSRNOG00000004727	ENSG00000075188	Nup37
ENSRNOG00000045743	ENSG00000164089	Etnppl
ENSRNOG00000057934	ENSG00000139921	Tmx1
ENSRNOG00000004839	ENSG00000135454	B4galnt1
ENSRNOG00000011419	ENSG00000119711	Aldh6a1
ENSRNOG00000023100	ENSG00000152760	Dynlt5
ENSRNOG00000009886	ENSG00000106080	Fkbp14
ENSRNOG00000001852	ENSG00000087502	Ergic2
ENSRNOG00000050884	ENSG00000205592	AABR07058745.1
ENSRNOG00000008546	ENSG00000132313	Mrpl35
ENSRNOG00000050137	ENSG00000196581	Ajap1
ENSRNOG00000017478	ENSG00000160613	Pcsk7
ENSRNOG00000008064	ENSG00000198951	Naga
ENSRNOG00000018185	ENSG00000130561	Sag
ENSRNOG00000052071	ENSG00000186943	Or13c25
ENSRNOG00000004503	ENSG00000126790	L3hypdh
ENSRNOG00000016896	ENSG00000100316	Rpl3
ENSRNOG00000031129	ENSG00000142453	Carm1
ENSRNOG00000020005	ENSG00000126934	Map2k2
ENSRNOG00000004226	ENSG00000090376	Irak3
ENSRNOG00000019211	ENSG00000116774	Olfml3
ENSRNOG00000031655	ENSG00000179008	Six6os1
ENSRNOG00000018532	ENSG00000180628	Pcgf5
ENSRNOG00000047363	ENSG00000152315	Kcnk13
ENSRNOG00000067134	ENSG00000276119	Or13c9
ENSRNOG00000067134	ENSG00000136839	Or13c9
ENSRNOG00000067134	ENSG00000277556	Or13c9
ENSRNOG00000006905	ENSG00000092148	Hectd1
ENSRNOG00000019423	ENSG00000107404	Dvl1
ENSRNOG00000013872	ENSG00000174944	P2ry14
ENSRNOG00000008257	ENSG00000117122	Mfap2
ENSRNOG00000009812	ENSG00000133812	Sbf2
ENSRNOG00000054420	ENSG00000111424	Vdr
ENSRNOG00000023943	ENSG00000117228	Gbp1-ps1
ENSRNOG00000006699	ENSG00000119684	Mlh3
ENSRNOG00000017628	ENSG00000149591	Tagln
ENSRNOG00000026782	ENSG00000204518	RGD1308878
ENSRNOG00000027295	ENSG00000138613	Aph1b
ENSRNOG00000064729	ENSG00000179055	Or13d1
ENSRNOG00000010958	ENSG00000165672	Prdx3
ENSRNOG00000011530	ENSG00000106125	Mindy4
ENSRNOG00000013894	ENSG00000138271	Gpr87
ENSRNOG00000005102	ENSG00000120860	Washc3
ENSRNOG00000019822	ENSG00000099860	Gadd45b
ENSRNOG00000032180	ENSG00000149548	Ccdc15
ENSRNOG00000014940	ENSG00000120057	Sfrp5
ENSRNOG00000017108	ENSG00000100321	Syngr1
ENSRNOG00000011094	ENSG00000186976	Efcab6
ENSRNOG00000029756	ENSG00000181631	P2ry13
ENSRNOG00000004794	ENSG00000139970	Rtn1
ENSRNOG00000053269	ENSG00000134291	Tmem106c
ENSRNOG00000048782	ENSG00000154764	Wnt7a
ENSRNOG00000013975	ENSG00000120437	Acat2l1
ENSRNOG00000023238	ENSG00000077044	Dgkd
ENSRNOG00000032048	ENSG00000148143	Zfp462
ENSRNOG00000013603	ENSG00000160049	Dffa
ENSRNOG00000010629	ENSG00000106100	Nod1
ENSRNOG00000070108	ENSG00000187612	Olfr1153
ENSRNOG00000005343	ENSG00000140009	Esr2
ENSRNOG00000021420	ENSG00000150455	Tirap
ENSRNOG00000009788	ENSG00000100665	Serpina4
ENSRNOG00000015953	ENSG00000180304	Oaz2
ENSRNOG00000006999	ENSG00000152763	Dnai4
ENSRNOG00000056246	ENSG00000115419	Gls
ENSRNOG00000018788	ENSG00000133243	Btbd2
ENSRNOG00000022043	ENSG00000130733	Yipf2
ENSRNOG00000062728	ENSG00000119977	Tctn3
ENSRNOG00000018704	ENSG00000166197	Nolc1
ENSRNOG00000004177	ENSG00000166866	Myo1a
ENSRNOG00000022570	ENSG00000129317	Pus7l
ENSRNOG00000069317	ENSG00000205029	Or5d16-ps1
ENSRNOG00000012163	ENSG00000116786	Plekhm2
ENSRNOG00000069754	ENSG00000112667	
ENSRNOG00000015655	ENSG00000134247	Ptgfrn
ENSRNOG00000069667	ENSG00000205030	Or5l13
ENSRNOG00000069667	ENSG00000279395	Or5l13
ENSRNOG00000050197	ENSG00000143870	Pdia6
ENSRNOG00000019333	ENSG00000163349	Hipk1
ENSRNOG00000026963	ENSG00000166598	Hsp90b1
ENSRNOG00000062823	ENSG00000205030	LOC102555599
ENSRNOG00000062823	ENSG00000279395	LOC102555599
ENSRNOG00000043441	ENSG00000205659	Lin52
ENSRNOG00000062573	ENSG00000177697	Cd151
ENSRNOG00000014160	ENSG00000120438	Tcp1
ENSRNOG00000005965	ENSG00000198001	Irak4
ENSRNOG00000017908	ENSG00000187021	Pnliprp1
ENSRNOG00000006644	ENSG00000107077	Kdm4c
ENSRNOG00000060335	ENSG00000196792	Strn3
ENSRNOG00000017871	ENSG00000149577	Sidt2
ENSRNOG00000004482	ENSG00000015133	Ccdc88c
ENSRNOG00000022325	ENSG00000136824	Smc2
ENSRNOG00000018413	ENSG00000049246	Per3
ENSRNOG00000033426	ENSG00000105401	Cdc37
ENSRNOG00000019635	ENSG00000198612	Cops8
ENSRNOG00000027115	ENSG00000119703	Zc2hc1c
ENSRNOG00000015019	ENSG00000090487	Spg21
ENSRNOG00000014490	ENSG00000164039	Bdh2
ENSRNOG00000057881	ENSG00000005206	Sppl2b
ENSRNOG00000005931	ENSG00000104324	Cpq
ENSRNOG00000007286	ENSG00000111554	Mdm1
ENSRNOG00000026982	ENSG00000204954	Uqcc6
ENSRNOG00000006813	ENSG00000144455	Sumf1
ENSRNOG00000007851	ENSG00000100567	Psma3
ENSRNOG00000070399	ENSG00000162654	Gbp6-ps2
ENSRNOG00000008427	ENSG00000157191	Necap2
ENSRNOG00000004688	ENSG00000100320	Rbfox2
ENSRNOG00000022507	ENSG00000151239	Twf1
ENSRNOG00000009097	ENSG00000132305	Immt
ENSRNOG00000020892	ENSG00000133884	Dpf2
ENSRNOG00000017434	ENSG00000128268	Mgat3
ENSRNOG00000014582	ENSG00000112110	Mrpl18
ENSRNOG00000005437	ENSG00000132541	Rida
ENSRNOG00000021949	ENSG00000239810	Pramel7
ENSRNOG00000021949	ENSG00000204501	Pramel7
ENSRNOG00000021949	ENSG00000229571	Pramel7
ENSRNOG00000021949	ENSG00000187545	Pramel7
ENSRNOG00000021949	ENSG00000243073	Pramel7
ENSRNOG00000021949	ENSG00000270601	Pramel7
ENSRNOG00000021949	ENSG00000279804	Pramel7
ENSRNOG00000021949	ENSG00000116721	Pramel7
ENSRNOG00000021949	ENSG00000279169	Pramel7
ENSRNOG00000021949	ENSG00000204505	Pramel7
ENSRNOG00000021949	ENSG00000204480	Pramel7
ENSRNOG00000021949	ENSG00000280267	Pramel7
ENSRNOG00000021949	ENSG00000204481	Pramel7
ENSRNOG00000021949	ENSG00000204510	Pramel7
ENSRNOG00000021949	ENSG00000120952	Pramel7
ENSRNOG00000021949	ENSG00000116726	Pramel7
ENSRNOG00000021949	ENSG00000237700	Pramel7
ENSRNOG00000021949	ENSG00000182330	Pramel7
ENSRNOG00000021949	ENSG00000274764	Pramel7
ENSRNOG00000021949	ENSG00000204479	Pramel7
ENSRNOG00000021949	ENSG00000232423	Pramel7
ENSRNOG00000021949	ENSG00000204478	Pramel7
ENSRNOG00000048412	ENSG00000140067	Fam181a
ENSRNOG00000060379	ENSG00000110074	Foxred1
ENSRNOG00000066134	ENSG00000172640	Olfr287
ENSRNOG00000058572	ENSG00000119638	Nek9
ENSRNOG00000013817	ENSG00000075290	Wnt8b
ENSRNOG00000013902	ENSG00000169313	P2ry12
ENSRNOG00000015977	ENSG00000180357	Zfp609
ENSRNOG00000046535	ENSG00000164088	Ppm1m
ENSRNOG00000021920	ENSG00000239810	Pramel6
ENSRNOG00000021920	ENSG00000204501	Pramel6
ENSRNOG00000021920	ENSG00000229571	Pramel6
ENSRNOG00000021920	ENSG00000187545	Pramel6
ENSRNOG00000021920	ENSG00000243073	Pramel6
ENSRNOG00000021920	ENSG00000270601	Pramel6
ENSRNOG00000021920	ENSG00000279804	Pramel6
ENSRNOG00000021920	ENSG00000116721	Pramel6
ENSRNOG00000021920	ENSG00000279169	Pramel6
ENSRNOG00000021920	ENSG00000204505	Pramel6
ENSRNOG00000021920	ENSG00000204480	Pramel6
ENSRNOG00000021920	ENSG00000280267	Pramel6
ENSRNOG00000021920	ENSG00000204481	Pramel6
ENSRNOG00000021920	ENSG00000204510	Pramel6
ENSRNOG00000021920	ENSG00000120952	Pramel6
ENSRNOG00000021920	ENSG00000116726	Pramel6
ENSRNOG00000021920	ENSG00000237700	Pramel6
ENSRNOG00000021920	ENSG00000182330	Pramel6
ENSRNOG00000021920	ENSG00000274764	Pramel6
ENSRNOG00000021920	ENSG00000204479	Pramel6
ENSRNOG00000021920	ENSG00000232423	Pramel6
ENSRNOG00000021920	ENSG00000204478	Pramel6
ENSRNOG00000030055	ENSG00000049245	Vamp3
ENSRNOG00000048562	ENSG00000177700	AC109542.1
ENSRNOG00000043426	ENSG00000137944	Kyat3
ENSRNOG00000007175	ENSG00000198160	Mier1
ENSRNOG00000005765	ENSG00000100478	Ap4s1
ENSRNOG00000005243	ENSG00000104356	Pop1
ENSRNOG00000054479	ENSG00000086827	Zw10
ENSRNOG00000025898	ENSG00000180116	C7h12orf40
ENSRNOG00000026613	ENSG00000188984	Aadacl3
ENSRNOG00000019981	ENSG00000078808	Sdf4
ENSRNOG00000038738	ENSG00000187699	LOC685203
ENSRNOG00000010543	ENSG00000182934	Srpra
ENSRNOG00000019552	ENSG00000130332	Lsm7
ENSRNOG00000056817	ENSG00000184956	Muc6
ENSRNOG00000017285	ENSG00000100324	Tab1
ENSRNOG00000011025	ENSG00000145331	Trmt10a
ENSRNOG00000004294	ENSG00000139352	Ascl1
ENSRNOG00000062462	ENSG00000198678	
ENSRNOG00000006729	ENSG00000140090	Slc24a4
ENSRNOG00000023140	ENSG00000146453	Pnldc1
ENSRNOG00000024526	ENSG00000215912	Ttc34
ENSRNOG00000007901	ENSG00000170348	Tmed10
ENSRNOG00000051680	ENSG00000165813	Ccdc186
ENSRNOG00000011543	ENSG00000197798	Fam118b
ENSRNOG00000066111	ENSG00000156486	Kcns2
ENSRNOG00000042820	ENSG00000239810	Pramef17
ENSRNOG00000042820	ENSG00000204501	Pramef17
ENSRNOG00000042820	ENSG00000229571	Pramef17
ENSRNOG00000042820	ENSG00000187545	Pramef17
ENSRNOG00000042820	ENSG00000243073	Pramef17
ENSRNOG00000042820	ENSG00000270601	Pramef17
ENSRNOG00000042820	ENSG00000279804	Pramef17
ENSRNOG00000042820	ENSG00000116721	Pramef17
ENSRNOG00000042820	ENSG00000279169	Pramef17
ENSRNOG00000042820	ENSG00000204505	Pramef17
ENSRNOG00000042820	ENSG00000204480	Pramef17
ENSRNOG00000042820	ENSG00000280267	Pramef17
ENSRNOG00000042820	ENSG00000204481	Pramef17
ENSRNOG00000042820	ENSG00000204510	Pramef17
ENSRNOG00000042820	ENSG00000120952	Pramef17
ENSRNOG00000042820	ENSG00000116726	Pramef17
ENSRNOG00000042820	ENSG00000237700	Pramef17
ENSRNOG00000042820	ENSG00000182330	Pramef17
ENSRNOG00000042820	ENSG00000274764	Pramef17
ENSRNOG00000042820	ENSG00000204479	Pramef17
ENSRNOG00000042820	ENSG00000232423	Pramef17
ENSRNOG00000042820	ENSG00000204478	Pramef17
ENSRNOG00000019400	ENSG00000173402	Dag1
ENSRNOG00000018998	ENSG00000137207	Yipf3
ENSRNOG00000003334	ENSG00000162413	Klhl21
ENSRNOG00000027847	ENSG00000204361	Nxpe2
ENSRNOG00000011739	ENSG00000174485	Dennd4a
ENSRNOG00000020828	ENSG00000065989	Pde4a
ENSRNOG00000013917	ENSG00000152580	Igsf10
ENSRNOG00000020106	ENSG00000186827	Tnfrsf4
ENSRNOG00000004458	ENSG00000140022	Ston2
ENSRNOG00000014971	ENSG00000130368	Mas1
ENSRNOG00000039091	ENSG00000135241	Pnpla8
ENSRNOG00000028956	ENSG00000071655	Mbd3
ENSRNOG00000005045	ENSG00000154001	Ppp2r5e
ENSRNOG00000017553	ENSG00000100335	Mief1
ENSRNOG00000005190	ENSG00000104361	Nipal2
ENSRNOG00000056332	ENSG00000180488	Miga1
ENSRNOG00000029810	ENSG00000214063	Tspan4
ENSRNOG00000033556	ENSG00000065526	Spen
ENSRNOG00000050553	ENSG00000143882	Atp6v1c2
ENSRNOG00000010605	ENSG00000133937	Gsc
ENSRNOG00000011504	ENSG00000157654	Akap2
ENSRNOG00000008757	ENSG00000150433	Tmem218
ENSRNOG00000037289	ENSG00000173389	Iqcf1
ENSRNOG00000062383	ENSG00000211448	Dio2
ENSRNOG00000005388	ENSG00000153179	Rassf3
ENSRNOG00000007968	ENSG00000116685	Kiaa2013
ENSRNOG00000008174	ENSG00000136044	Appl2
ENSRNOG00000070472	ENSG00000137634	Nxpe4
ENSRNOG00000067422	ENSG00000285025	Gm55359
ENSRNOG00000015987	ENSG00000138698	Rap1gds1
ENSRNOG00000045771	ENSG00000134121	Chl1
ENSRNOG00000026239	ENSG00000032219	Arid4a
ENSRNOG00000005802	ENSG00000162402	Usp24
ENSRNOG00000068220	ENSG00000175215	Ctdsp2
ENSRNOG00000008911	ENSG00000162490	Draxin
ENSRNOG00000007686	ENSG00000100167	Septin3
ENSRNOG00000014429	ENSG00000149182	Arfgap2
ENSRNOG00000017801	ENSG00000128272	Atf4
ENSRNOG00000011044	ENSG00000165959	Clmn
ENSRNOG00000030391	ENSG00000149547	Ei24
ENSRNOG00000061215	ENSG00000103316	Crym
ENSRNOG00000033787	ENSG00000185761	Adamtsl5
ENSRNOG00000070382	ENSG00000186792	Hyal3
ENSRNOG00000042084	ENSG00000166743	Acsm2
ENSRNOG00000019367	ENSG00000118655	Dclre1b
ENSRNOG00000029242	ENSG00000241839	Plekho2
ENSRNOG00000005528	ENSG00000183735	Tbk1
ENSRNOG00000060381	ENSG00000204291	Col15a1
ENSRNOG00000050419	ENSG00000135407	Avil
ENSRNOG00000017847	ENSG00000187051	Rps19bp1
ENSRNOG00000022307	ENSG00000131584	Acap3
ENSRNOG00000016618	ENSG00000178821	Tmem52
ENSRNOG00000004345	ENSG00000100592	Daam1
ENSRNOG00000067307	ENSG00000239810	Pramef5
ENSRNOG00000067307	ENSG00000204501	Pramef5
ENSRNOG00000067307	ENSG00000229571	Pramef5
ENSRNOG00000067307	ENSG00000187545	Pramef5
ENSRNOG00000067307	ENSG00000243073	Pramef5
ENSRNOG00000067307	ENSG00000270601	Pramef5
ENSRNOG00000067307	ENSG00000279804	Pramef5
ENSRNOG00000067307	ENSG00000116721	Pramef5
ENSRNOG00000067307	ENSG00000279169	Pramef5
ENSRNOG00000067307	ENSG00000204505	Pramef5
ENSRNOG00000067307	ENSG00000204480	Pramef5
ENSRNOG00000067307	ENSG00000280267	Pramef5
ENSRNOG00000067307	ENSG00000204481	Pramef5
ENSRNOG00000067307	ENSG00000204510	Pramef5
ENSRNOG00000067307	ENSG00000120952	Pramef5
ENSRNOG00000067307	ENSG00000116726	Pramef5
ENSRNOG00000067307	ENSG00000237700	Pramef5
ENSRNOG00000067307	ENSG00000182330	Pramef5
ENSRNOG00000067307	ENSG00000274764	Pramef5
ENSRNOG00000067307	ENSG00000204479	Pramef5
ENSRNOG00000067307	ENSG00000232423	Pramef5
ENSRNOG00000067307	ENSG00000204478	Pramef5
ENSRNOG00000013164	ENSG00000214681	Iqcf5
ENSRNOG00000028557	ENSG00000198130	Hibch
ENSRNOG00000031641	ENSG00000182899	Rpl35a
ENSRNOG00000012604	ENSG00000173928	Swsap1
ENSRNOG00000017916	ENSG00000079313	Rexo1
ENSRNOG00000006280	ENSG00000169174	Pcsk9
ENSRNOG00000008331	ENSG00000136051	Washc4
ENSRNOG00000019079	ENSG00000171453	Polr1c
ENSRNOG00000048843	ENSG00000123297	Tsfm
ENSRNOG00000005689	ENSG00000127337	Yeats4
ENSRNOG00000018395	ENSG00000085982	Usp40
ENSRNOG00000045764	ENSG00000168772	Cxxc4
ENSRNOG00000008058	ENSG00000166682	Tmprss5
ENSRNOG00000007152	ENSG00000134107	Bhlhe40
ENSRNOG00000009134	ENSG00000116670	Mad2l2
ENSRNOG00000042522	ENSG00000177096	Pheta2
ENSRNOG00000011294	ENSG00000077254	Usp33
ENSRNOG00000007679	ENSG00000100055	Cyth4
ENSRNOG00000014798	ENSG00000149179	Cstpp1
ENSRNOG00000047631	ENSG00000123427	Eef1akmt3
ENSRNOG00000062447	ENSG00000167526	
ENSRNOG00000022890	ENSG00000203963	C5h1orf141
ENSRNOG00000030101	ENSG00000183763	Traip
ENSRNOG00000070907	ENSG00000183172	Smdt1
ENSRNOG00000005763	ENSG00000120805	Arl1
ENSRNOG00000005409	ENSG00000131951	Lrrc9
ENSRNOG00000039390	ENSG00000134955	Slc37a2
ENSRNOG00000005433	ENSG00000144736	Shq1
