ensembl_gene_id	external_gene_name	transcription_start_site
ENSG00000161082	CELF5	3224661
ENSG00000141968	VAV1	6772708
ENSG00000105278	ZFR2	3869038
ENSG00000175691	ZNF77	2944971
ENSG00000088256	GNA11	3094362
ENSG00000133243	BTBD2	2015714
ENSG00000105549	THEG	376026
ENSG00000007264	MATK	3786381
ENSG00000142347	MYO1F	8577442
ENSG00000182087	TMEM259	1021123
ENSG00000183617	MRPL54	3762682
ENSG00000129932	DOHH	3500674
ENSG00000074842	MYDGF	4670342
ENSG00000065989	PDE4A	10420538
ENSG00000105401	CDC37	10403542
ENSG00000197933	ZNF823	11738946
ENSG00000171295	ZNF440	11814273
ENSG00000197044	ZNF441	11767000
ENSG00000123136	DDX39A	14419341
ENSG00000123146	ADGRE5	14381444
ENSG00000177599	ZNF491	11798523
ENSG00000105137	SYDE1	15107401
ENSG00000160994	CCDC105	15010726
ENSG00000127507	ADGRE2	14778560
ENSG00000123159	GIPC1	14496127
ENSG00000127529	OR7C2	14941489
ENSG00000186115	CYP4F2	15898074
ENSG00000131355	ADGRE3	14674844
ENSG00000186204	CYP4F12	15673087
ENSG00000160951	PTGER1	14475354
ENSG00000105135	ILVBL	15125786
ENSG00000186526	CYP4F8	15615218
ENSG00000161031	PGLYRP2	15479501
ENSG00000198551	ZNF627	11597483
ENSG00000160961	ZNF333	14690048
ENSG00000141977	CIB3	16173525
ENSG00000099330	OCEL1	17226226
ENSG00000127527	EPS15L1	16471970
ENSG00000105141	CASP14	15049480
ENSG00000064490	RFXANK	19192258
ENSG00000176231	OR10H4	15949008
ENSG00000268790		16660104
ENSG00000258674		19516227
ENSG00000105058	FAM32A	16185410
ENSG00000105393	BABAM1	17267443
ENSG00000178093	TSSK6	19515548
ENSG00000186010	NDUFA13	19516225
ENSG00000130287	NCAN	19211958
ENSG00000105705	SUGP1	19320509
ENSG00000064489	BORCS8-MEF2B	19192138
ENSG00000105122	RASAL3	15464544
ENSG00000105750	ZNF85	20923251
ENSG00000160229	ZNF66	20776304
ENSG00000105072	C19orf44	16496394
ENSG00000171954	CYP4F22	15508525
ENSG00000250067	YJEFN3	19528911
ENSG00000130307	USHBP1	17264745
ENSG00000269095		17255448
ENSG00000085872	CHERP	16542437
ENSG00000160352	ZNF714	21082203
ENSG00000160161	CILP2	19538265
ENSG00000105717	PBX4	19618687
ENSG00000105662	CRTC1	18683680
ENSG00000197134	ZNF257	22052484
ENSG00000196350	ZNF729	22286441
ENSG00000229676	ZNF492	22634324
ENSG00000167487	KLHL26	18637028
ENSG00000127526	SLC35E1	16572415
ENSG00000064545	TMEM161A	19138478
ENSG00000105676	ARMC6	19033603
ENSG00000118620	ZNF430	21020657
ENSG00000196109	ZNF676	22196951
ENSG00000167232	ZNF91	23395471
ENSG00000186529	CYP4F3	15640897
ENSG00000197372	ZNF675	23687212
ENSG00000213996	TM6SF2	19273301
ENSG00000064607	SUGP2	19033517
ENSG00000213999	MEF2B	19170263
ENSG00000196705	ZNF431	21142040
ENSG00000197360	ZNF98	22422346
ENSG00000182141	ZNF708	21329410
ENSG00000183850	ZNF730	23117025
ENSG00000187664	HAPLN4	19262804
ENSG00000269067	ZNF728	23003176
ENSG00000283201		23274221
ENSG00000121297	TSHZ3	31349436
ENSG00000126249	PDCD2L	34404399
ENSG00000124302	CHST8	33621953
ENSG00000268696	ZNF723	22832291
ENSG00000161249	DMKN	35513649
ENSG00000142279	WTIP	34481758
ENSG00000249861	LGALS16	39655913
ENSG00000196357	ZNF565	36214665
ENSG00000161558	TMEM143	48363940
ENSG00000237440	ZNF737	20565781
ENSG00000105176	URI1	29942239
ENSG00000159882	ZNF230	44002957
ENSG00000131116	ZNF428	43619629
ENSG00000159885	ZNF222	44025379
ENSG00000131941	RHPN2	33064888
ENSG00000269858	EGLN2	40799191
ENSG00000105767	CADM4	43639850
ENSG00000105738	SIPA1L3	37907208
ENSG00000168813	ZNF507	32345610
ENSG00000011422	PLAUR	43670169
ENSG00000178904	DPY19L3	32405770
ENSG00000160505	NLRP4	55836540
ENSG00000124449	IRGC	43716076
ENSG00000105771	SMG9	43754962
ENSG00000255974	CYP2A6	40850447
ENSG00000099326	MZF1	58573335
ENSG00000268533		57394183
ENSG00000189114	BLOC1S3	45178784
ENSG00000266953		34396315
ENSG00000186230	ZNF749	57435325
ENSG00000161281	COX7A1	36152447
ENSG00000268163		57477503
ENSG00000197408	CYP2B6	40991282
ENSG00000134830	C5AR2	47332175
ENSG00000105220	GPI	34365196
ENSG00000104879	CKM	45322875
ENSG00000126261	UBA2	34428381
ENSG00000197838	CYP2A13	41088451
ENSG00000188334	BSPH1	47992170
ENSG00000197050	ZNF420	37078433
ENSG00000196263	ZNF471	56507855
ENSG00000197446	CYP2F1	41114432
ENSG00000105507	CABP5	48044079
ENSG00000196867	ZFP28	56538948
ENSG00000188508	KRTDAP	35490464
ENSG00000197016	ZNF470	56567468
ENSG00000083828	ZNF586	57769676
ENSG00000159917	ZNF235	44305025
ENSG00000204941	PSG5	43186536
ENSG00000171606	ZNF274	58183061
ENSG00000105173	CCNE1	29811991
ENSG00000243137	PSG4	43205638
ENSG00000167751	KLK2	50873439
ENSG00000183668	PSG9	43269530
ENSG00000121289	CEP89	32971958
ENSG00000268182	SMIM17	56643159
ENSG00000127903	ZNF835	56671757
ENSG00000204936	CD177	43353686
ENSG00000167578	RAB4B	40778247
ENSG00000105063	PPP6R1	55259017
ENSG00000221878	PSG7	42937207
ENSG00000133265	HSPBP1	55280110
ENSG00000169021	UQCRFS1	29213151
ENSG00000063127	SLC6A16	49325191
ENSG00000160469	BRSK1	55283997
ENSG00000258405	ZNF578	52453553
ENSG00000197405	C5AR1	47309861
ENSG00000125503	PPP1R12C	55117637
ENSG00000104894	CD37	49335406
ENSG00000268361		43593036
ENSG00000254901	BORCS8	19192152
ENSG00000012124	CD22	35329187
ENSG00000104901	DKKL1	49363877
ENSG00000104866	PPP1R37	45093179
ENSG00000105171	POP4	29606283
ENSG00000185897	FFAR3	35358460
ENSG00000181035	SLC25A42	19063994
ENSG00000183760	ACP7	39084368
ENSG00000188505	NCCRP1	39196964
ENSG00000182393	IFNL1	39296407
ENSG00000130755	GMFG	39336043
ENSG00000006712	PAF1	39391106
ENSG00000063322	MED29	39391378
ENSG00000128016	ZFP36	39406847
ENSG00000090924	PLEKHG2	39412669
ENSG00000105193	RPS16	39435949
ENSG00000196235	SUPT5H	39445582
ENSG00000105197	TIMM50	39480838
ENSG00000090932	DLL3	39498947
ENSG00000176401	EID2B	39532852
ENSG00000176396	EID2	39540161
ENSG00000182013	PNMA8A	46471563
ENSG00000204851	PNMA8B	46495867
ENSG00000160014	CALM3	46601330
ENSG00000160013	PTGIR	46625089
ENSG00000197380	DACT3	46661182
ENSG00000128011	LRFN1	39320863
ENSG00000130545	CRB3	6464271
ENSG00000205744	DENND1C	6481787
ENSG00000104833	TUBB4A	6502309
ENSG00000125657	TNFSF9	6531026
ENSG00000125726	CD70	6591150
ENSG00000125733	TRIP10	6739680
ENSG00000125731	SH2D3A	6767435
ENSG00000125735	TNFSF14	6670160
ENSG00000125755	SYMPK	45863147
ENSG00000170608	FOXA3	45864326
ENSG00000170604	IRF2BP1	45886141
ENSG00000176182	MYPOP	45902613
ENSG00000188425	NANOS2	45914778
ENSG00000104983	CCDC61	45995467
ENSG00000008438	PGLYRP1	46023053
ENSG00000188624	IGFL3	46124688
ENSG00000268434		45785713
ENSG00000185800	DMWD	45792845
ENSG00000104941	RSPH6A	45815308
ENSG00000130818	ZNF426	9538645
ENSG00000171469	ZNF561	9621232
ENSG00000171466	ZNF562	9675100
ENSG00000127452	FBXL12	9819079
ENSG00000024422	EHD2	47713422
ENSG00000105373	NOP53	47745546
ENSG00000178935	ZNF552	57814913
ENSG00000268750		57819726
ENSG00000269343	ZNF587B	57830299
ENSG00000198466	ZNF587	57849859
ENSG00000173480	ZNF417	57916592
ENSG00000152454	ZNF256	57947706
ENSG00000177025	C19orf18	57974534
ENSG00000104951	IL4I1	49896887
ENSG00000161640	SIGLEC11	49961172
ENSG00000105053	VRK3	50025372
ENSG00000142528	ZNF473	50026005
ENSG00000204653	ASPDH	50513913
ENSG00000131409	LRRC4B	50568435
ENSG00000213023	SYT3	50639881
ENSG00000235034	C19orf81	50649445
ENSG00000142511	GPR32	50770464
ENSG00000142513	ACP4	50790415
ENSG00000167748	KLK1	50823787
ENSG00000142065	ZFP14	36379201
ENSG00000181007	ZFP82	36418644
ENSG00000254004	ZNF260	36528271
ENSG00000186020	ZNF529	36573292
ENSG00000160396	HIPK4	40390181
ENSG00000197019	SERTAD1	40425992
ENSG00000167565	SERTAD3	40444335
ENSG00000170848	PSG6	42917894
ENSG00000179751	SYCN	39204263
ENSG00000187912	CLEC17A	14583084
ENSG00000074219	TEAD2	49362416
ENSG00000161677	JOSD2	50511191
ENSG00000237452	MEIOSIN	45733439
ENSG00000173976	RAX2	3772228
ENSG00000196081	ZNF724	23250394
ENSG00000123143	PKN1	14433306
ENSG00000198521	ZNF43	21836182
ENSG00000105085	MED26	16628204
ENSG00000127445	PIN1	9835318
ENSG00000073050	XRCC1	43575527
ENSG00000127528	KLF2	16324826
ENSG00000065268	WDR18	984345
ENSG00000269058	CALR3	16496167
ENSG00000183709	IFNL2	39268396
ENSG00000184162	NR2C2AP	19203414
ENSG00000105227	PRX	40413378
ENSG00000182264	IZUMO1	48746909
ENSG00000105550	FGF21	48755524
ENSG00000105552	BCAT2	48811029
ENSG00000087076	HSD17B14	48836491
ENSG00000104808	DHDH	48933699
ENSG00000087086	FTL	48965309
ENSG00000267360		37207074
ENSG00000196967	ZNF585A	37172695
ENSG00000245680	ZNF585B	37210536
ENSG00000180884	ZNF792	34964229
ENSG00000285526		35106510
ENSG00000153902	LGI4	35135059
ENSG00000221946	FXYD7	35143255
ENSG00000089327	FXYD5	35154735
ENSG00000179115	FARSA	12933711
ENSG00000179262	RAD23A	12945862
ENSG00000179271	GADD45GIP1	12957223
ENSG00000180061	TMEM150B	55325341
ENSG00000133247	KMT5C	55339876
ENSG00000160471	COX6B2	55354719
ENSG00000180043	GARIN5B	55363260
ENSG00000095752	IL11	55370463
ENSG00000160472	TMEM190	55376826
ENSG00000233493	TMEM238	55384292
ENSG00000108107	RPL28	55385932
ENSG00000108106	UBE2S	55407788
ENSG00000063241	ISOC2	55461642
ENSG00000090971	NAT14	55485188
ENSG00000179954	SSC5D	55488436
ENSG00000187550	SBK2	55537133
ENSG00000231274	SBK3	55545543
ENSG00000218891	ZNF579	55580848
ENSG00000179943	FIZ1	55599517
ENSG00000171443	ZNF524	55600288
ENSG00000179922	ZNF784	55624566
ENSG00000213015	ZNF580	55641002
ENSG00000171425	ZNF581	55643649
ENSG00000173581	CCDC106	55648212
ENSG00000063245	EPN1	55675226
ENSG00000185792	NLRP9	55738402
ENSG00000229292	RFPL4AL1	55769118
ENSG00000130005	GAMT	1401542
ENSG00000071626	DAZAP1	1407586
ENSG00000119559	C19orf25	1479215
ENSG00000071655	MBD3	1592865
ENSG00000115266	APC2	1450121
ENSG00000013275	PSMC4	39971165
ENSG00000187187	ZNF546	39997060
ENSG00000128000	ZNF780B	40056231
ENSG00000196110	ZNF699	9309838
ENSG00000198028	ZNF560	9498616
ENSG00000267710	EDDM13	56272748
ENSG00000198440	ZNF583	56404332
ENSG00000080573	COL5A3	10010504
ENSG00000080511	RDH8	10013483
ENSG00000130813	SHFL	10086317
ENSG00000243207	PPAN-P2RY11	10106395
ENSG00000130810	PPAN	10106362
ENSG00000244165	P2RY11	10111693
ENSG00000130811	EIF3G	10119899
ENSG00000267534	S1PR2	10231331
ENSG00000105364	MRPL4	10252214
ENSG00000090339	ICAM1	10271120
ENSG00000105371	ICAM4	10286955
ENSG00000198482	ZNF808	52527668
ENSG00000213020	ZNF611	52735044
ENSG00000198538	ZNF28	52821633
ENSG00000152439	ZNF773	57499938
ENSG00000121406	ZNF549	57527356
ENSG00000083817	ZNF416	57578911
ENSG00000171649	ZIK1	57584145
ENSG00000213762	ZNF134	57614242
ENSG00000121417	ZNF211	57633168
ENSG00000189164	ZNF527	37371099
ENSG00000196437	ZNF569	37467444
ENSG00000171817	ZNF540	37594876
ENSG00000198182	ZNF607	37719761
ENSG00000171804	WDR87	37906594
ENSG00000167600	CYP2S1	41193219
ENSG00000167601	AXL	41219223
ENSG00000142039	CCDC97	41310172
ENSG00000255730		41376757
ENSG00000142046	TMEM91	41376533
ENSG00000123810	B9D2	41364149
ENSG00000248098	BCKDHA	41397818
ENSG00000204978	ERICH4	41443156
ENSG00000105366	SIGLEC8	51458454
ENSG00000254521	SIGLEC12	51501800
ENSG00000105492	SIGLEC6	51531670
ENSG00000105497	ZNF175	51571283
ENSG00000105509	HAS1	51723991
ENSG00000171049	FPR2	51761180
ENSG00000187474	FPR3	51795157
ENSG00000104967	NOVA2	45973865
ENSG00000096996	IL12RB1	18086934
ENSG00000105647	PIK3R2	18153163
ENSG00000216490	IFI30	18173813
ENSG00000254858	MPV17L2	18193218
ENSG00000105649	RAB3A	18204042
ENSG00000285188		18255419
ENSG00000130522	JUND	18281622
ENSG00000130520	LSM4	18323076
ENSG00000130517	PGPEP1	18340598
ENSG00000175489	LRRC25	18397622
ENSG00000130511	SSBP4	18419398
ENSG00000105655	ISYNA1	18438133
ENSG00000010361	FUZ	49813292
ENSG00000039650	PNKP	49867576
ENSG00000104973	MED25	49818289
ENSG00000178078	STAP2	4338827
ENSG00000204673	AKT1S1	49877355
ENSG00000130733	YIPF2	10928639
ENSG00000105341	DMAC2	41439912
ENSG00000266964	FXYD1	35138824
ENSG00000198258	UBL5	9827918
ENSG00000072958	AP1M1	16197911
ENSG00000115268	RPS15	1438396
ENSG00000007255	TRAPPC6A	45178237
ENSG00000168661	ZNF30	34926903
ENSG00000166398	GARRE1	34254554
ENSG00000213096	ZNF254	24087187
ENSG00000196724	ZNF418	57935402
ENSG00000197951	ZNF71	56595302
ENSG00000171827	ZNF570	37469356
ENSG00000126246	IGFLR1	35742452
ENSG00000161265	U2AF1L4	35745418
ENSG00000205155	PSENEN	35745651
ENSG00000267796	LIN37	35748576
ENSG00000004776	HSPB6	35757029
ENSG00000104903	LYL1	13102858
ENSG00000090661	CERS4	8209370
ENSG00000167775	CD320	8308358
ENSG00000267855	NDUFA7	8321375
ENSG00000233927	RPS28	8321496
ENSG00000167772	ANGPTL4	8364155
ENSG00000185236	RAB11B	8390360
ENSG00000133246	PRAM1	8502640
ENSG00000133250	ZNF414	8514167
ENSG00000105467	SYNGR4	48364367
ENSG00000105438	KDELR1	48391551
ENSG00000105447	GRWD1	48445983
ENSG00000182324	KCNJ14	48455574
ENSG00000268465		48465837
ENSG00000088002	SULT2B1	48552172
ENSG00000177202	SPACA4	48606742
ENSG00000063177	RPL18	48619178
ENSG00000063176	SPHK2	48619506
ENSG00000105516	DBP	48637379
ENSG00000063180	CA11	48646187
ENSG00000176909	MAMSTR	48719725
ENSG00000105518	TMEM205	11346268
ENSG00000183401	CCDC159	11346519
ENSG00000173928	SWSAP1	11374666
ENSG00000187266	EPOR	11384314
ENSG00000205517	RGL3	11419314
ENSG00000198003	ODAD3	11435121
ENSG00000196361	ELAVL3	11481046
ENSG00000161914	ZNF653	11505839
ENSG00000130176	CNN1	11538851
ENSG00000161609	KASH5	49388249
ENSG00000142538	PTH2	49423441
ENSG00000104888	SLC17A7	49441527
ENSG00000104872	PIH1D1	49451814
ENSG00000161618	ALDH16A1	49453225
ENSG00000090554	FLT3LG	49474215
ENSG00000142534	RPS11	49496434
ENSG00000104870	FCGRT	49512661
ENSG00000142552	RCN3	49528003
ENSG00000142546	NOSIP	49580556
ENSG00000126460	PRRG2	49581316
ENSG00000126458	RRAS	49640143
ENSG00000126461	SCAF1	49642209
ENSG00000126456	IRF3	49665857
ENSG00000169169	CPT1C	49691116
ENSG00000126467	TSKS	49763306
ENSG00000105722	ERF	42255128
ENSG00000167619	TMEM145	42313309
ENSG00000008382	MPND	4343562
ENSG00000141985	SH3GL1	4400547
ENSG00000167670	CHAF1A	4402640
ENSG00000167671	UBXN6	4457794
ENSG00000167674	HDGFL2	4472297
ENSG00000214456	PLIN5	4535224
ENSG00000171236	LRG1	4540036
ENSG00000185361	TNFAIP8L1	4639516
ENSG00000268964	ERVV-2	53044740
ENSG00000104826	LHB	49017091
ENSG00000267335		49036895
ENSG00000189052	CGB5	49043848
ENSG00000104852	SNRNP70	49085451
ENSG00000104863	LIN7B	49114370
ENSG00000221916	C19orf73	49119143
ENSG00000213799	ZNF845	53333749
ENSG00000203326	ZNF525	53365705
ENSG00000196417	ZNF765	53395149
ENSG00000198346	ZNF813	53467733
ENSG00000079313	REXO1	1848483
ENSG00000129911	KLF16	1863579
ENSG00000129968	ABHD17A	1885496
ENSG00000213638	ADAT3	1905399
ENSG00000133275	CSNK1G2	1941172
ENSG00000130332	LSM7	2328586
ENSG00000099800	TIMM13	2427586
ENSG00000176619	LMNB2	2456959
ENSG00000099860	GADD45B	2476127
ENSG00000142409	ZNF787	56121295
ENSG00000167685	ZNF444	56141287
ENSG00000197487	GALP	56176008
ENSG00000099797	TECR	14529594
ENSG00000099795	NDUFB7	14572066
ENSG00000105429	MEGF8	42325635
ENSG00000105427	CNFN	42390297
ENSG00000079435	LIPE	42427388
ENSG00000189377	CXCL17	42442946
ENSG00000079385	CEACAM1	42528481
ENSG00000124469	CEACAM8	42594924
ENSG00000132002	DNAJB1	14518397
ENSG00000076826	CAMSAP3	7595863
ENSG00000076924	XAB2	7629545
ENSG00000174788	PCP2	7633719
ENSG00000104918	RETN	7669049
ENSG00000269711		7678501
ENSG00000181029	TRAPPC5	7680833
ENSG00000104921	FCER2	7702131
ENSG00000183248	PRR36	7874390
ENSG00000171017	LRRC8E	7888510
ENSG00000076984	MAP2K7	7903877
ENSG00000178531	CTXN1	7926135
ENSG00000104980	TIMM44	7943666
ENSG00000005206	SPPL2B	2328684
ENSG00000196268	ZNF493	21397133
ENSG00000090659	CD209	7747534
ENSG00000104883	PEX11G	7489035
ENSG00000198723	TEX45	7497548
ENSG00000267952		7507082
ENSG00000198816	ZNF358	7516103
ENSG00000090674	MCOLN1	7522624
ENSG00000032444	PNPLA6	7535717
ENSG00000104938	CLEC4M	7763243
ENSG00000011304	PTBP1	797452
ENSG00000142541	RPL13A	49487608
ENSG00000249709	ZNF564	12551482
ENSG00000188033	ZNF490	12610813
ENSG00000173875	ZNF791	12610920
ENSG00000104774	MAN2B1	12666742
ENSG00000269590		12669397
ENSG00000123154	WDR83	12666807
ENSG00000105583	WDR83OS	12669415
ENSG00000132004	FBXW9	12696631
ENSG00000123144	TRIR	12734684
ENSG00000198356	GET3	12737497
ENSG00000039987	BEST2	12751791
ENSG00000171223	JUNB	12791486
ENSG00000167815	PRDX2	12801800
ENSG00000104889	RNASEH2A	12806584
ENSG00000095066	HOOK2	12775552
ENSG00000074181	NOTCH3	15200995
ENSG00000105131	EPHX3	15232448
ENSG00000160410	SHKBP1	40576873
ENSG00000090006	LTBP4	40601369
ENSG00000105245	NUMBL	40690651
ENSG00000123815	COQ8B	40716886
ENSG00000130313	PGLS	17511649
ENSG00000142444	TIMM29	10928811
ENSG00000104964	TLE5	3062495
ENSG00000126259	KIRREL2	35856911
ENSG00000105290	APLP1	35868574
ENSG00000126264	HCST	35902529
ENSG00000011600	TYROBP	35908295
ENSG00000132005	RFX1	14006320
ENSG00000171136	RLN3	14028148
ENSG00000104998	IL27RA	14031762
ENSG00000187867	PALM3	14062076
ENSG00000188032	C19orf67	14085783
ENSG00000105011	ASF1B	14136589
ENSG00000130283	GDF1	18896158
ENSG00000105669	COPE	18919387
ENSG00000105671	DDX49	18919715
ENSG00000051128	HOMER3	18941217
ENSG00000105329	TGFB1	41353922
ENSG00000130175	PRKCSH	11435635
ENSG00000141933	TPGS1	507497
ENSG00000099804	CDC34	531760
ENSG00000197540	GZMM	544053
ENSG00000176490	DIRAS1	2721372
ENSG00000267001		2740048
ENSG00000141873	SLC39A3	2740017
ENSG00000104969	SGTA	2783273
ENSG00000172009	THOP1	2785503
ENSG00000172006	ZNF554	2819868
ENSG00000186300	ZNF555	2841475
ENSG00000172000	ZNF556	2867335
ENSG00000079999	KEAP1	10503356
ENSG00000130734	ATG4D	10543904
ENSG00000129347	KRI1	10566010
ENSG00000129355	CDKN2D	10568979
ENSG00000129354	AP1M2	10587312
ENSG00000129353	SLC44A2	10625553
ENSG00000213339	QTRT1	10701439
ENSG00000099203	TMED1	10836212
ENSG00000214212	C19orf38	10848415
ENSG00000130844	ZNF331	53538145
ENSG00000105723	GSK3A	42242602
ENSG00000268643		42255132
ENSG00000105732	ZNF574	42076166
ENSG00000160570	DEDD2	42217677
ENSG00000288671		42232149
ENSG00000010310	GIPR	45668221
ENSG00000011478	QPCTL	45692666
ENSG00000177051	FBXO46	45730896
ENSG00000167680	SEMA6B	4559684
ENSG00000197961	ZNF121	9584504
ENSG00000197256	KANK2	11197545
ENSG00000185198	PRSS57	695452
ENSG00000167483	NIBAN3	17527267
ENSG00000126262	FFAR2	35448257
ENSG00000196684	HSH2D	16143685
ENSG00000283632	EXOC3L2	45245407
ENSG00000126457	PRMT1	49677271
ENSG00000079462	PAFAH1B3	42302624
ENSG00000161270	NPHS1	35852504
ENSG00000167635	ZNF146	36215106
ENSG00000105287	PRKD2	46717114
ENSG00000188269	OR7A5	14835185
ENSG00000104818	CGB2	49031890
ENSG00000142233	NTN5	48673017
ENSG00000104814	MAP4K1	38617953
ENSG00000178982	EIF3K	38619188
ENSG00000182472	CAPN12	38744474
ENSG00000178934	LGALS7B	38789200
ENSG00000171747	LGALS4	38812945
ENSG00000125746	EML2	45639397
ENSG00000011451	WIZ	15449956
ENSG00000185988	PLK5	1524077
ENSG00000160953	PWWP3A	1354959
ENSG00000115255	REEP6	1491181
ENSG00000141867	BRD4	15332539
ENSG00000104915	STX10	13150375
ENSG00000160888	IER2	13150411
ENSG00000141837	CACNA1A	13506479
ENSG00000179218	CALR	12938609
ENSG00000130303	BST2	17405630
ENSG00000188051	TMEM221	17448668
ENSG00000269035		17460804
ENSG00000171773	NXNL1	17460926
ENSG00000105538	RASIP1	48740610
ENSG00000156413	FUT6	5839702
ENSG00000130383	FUT5	5870540
ENSG00000099866	MADCAM1	496486
ENSG00000172270	BSG	572596
ENSG00000105464	GRIN2D	48393668
ENSG00000105523	FAM83E	48615076
ENSG00000006638	TBXA2R	3606875
ENSG00000105298	CACTIN	3626790
ENSG00000186111	PIP5K1C	3700468
ENSG00000105127	AKAP8	15379787
ENSG00000089351	GRAMD1A	35000323
ENSG00000087903	RFX2	6110500
ENSG00000130382	MLLT1	6279975
ENSG00000167769	ACER1	6333612
ENSG00000125656	CLPP	6361531
ENSG00000125652	ALKBH7	6372794
ENSG00000125651	GTF2F1	6393164
ENSG00000181240	SLC25A41	6433763
ENSG00000125648	SLC25A23	6459792
ENSG00000142449	FBN3	8149592
ENSG00000011243	AKAP8L	15418988
ENSG00000104957	YJU2B	13747895
ENSG00000037757	MRI1	13764522
ENSG00000104979	C19orf53	13774456
ENSG00000132024	CC2D1A	13906201
ENSG00000131142	CCL25	8052760
ENSG00000130377	ACSBG2	6135667
ENSG00000167642	SPINT2	38264573
ENSG00000167641	PPP1R14A	38256374
ENSG00000267748		38289168
ENSG00000167645	YIF1B	38315947
ENSG00000167644	C19orf33	38304251
ENSG00000174951	FUT1	48752641
ENSG00000104907	TRMT1	13116740
ENSG00000105270	CLIP3	36032873
ENSG00000161277	THAP8	36054285
ENSG00000105258	POLR2I	36114875
ENSG00000105254	TBCB	36115468
ENSG00000126247	CAPNS1	36140066
ENSG00000204604	ZNF468	52857619
ENSG00000075702	WDR62	36054897
ENSG00000170906	NDUFA3	54102855
ENSG00000105618	PRPF31	54115754
ENSG00000105617	LENG1	54159721
ENSG00000167608	TMC4	54173160
ENSG00000125505	MBOAT7	54189580
ENSG00000170892	TSEN34	54191308
ENSG00000170889	RPS9	54200858
ENSG00000244482	LILRA6	54242791
ENSG00000105609	LILRB5	54257273
ENSG00000131042	LILRB2	54281110
ENSG00000104880	ARHGEF18	7348937
ENSG00000198077	CYP2A7	40882231
ENSG00000099785	MARCHF2	8413305
ENSG00000189144	ZNF573	37779586
ENSG00000257103	LSM14A	34172504
ENSG00000099875	MKNK2	2051244
ENSG00000132026	RTBDN	12834579
ENSG00000105707	HPN	35041721
ENSG00000188368	PRR19	42302132
ENSG00000261341	SMIM47	50786160
ENSG00000188321	ZNF559	9324179
ENSG00000125743	SNRPD2	45691953
ENSG00000171942	OR10H2	15728024
ENSG00000260001	TGFBR3L	7914830
ENSG00000261949	GFY	49425388
ENSG00000179284	DAND5	12969576
ENSG00000172519	OR10H5	15787661
ENSG00000171936	OR10H3	15737985
ENSG00000237521	OR7E24	9250930
ENSG00000094661	OR1I1	15082211
ENSG00000180448	ARHGAP45	1067167
ENSG00000186723	OR10H1	15815664
ENSG00000127515	OR7A10	14848922
ENSG00000160113	NR2F6	17245919
ENSG00000105619	TFPT	54115657
ENSG00000181781	ODF3L2	474983
ENSG00000130202	NECTIN2	44846297
ENSG00000130204	TOMM40	44891254
ENSG00000130203	APOE	44905796
ENSG00000130208	APOC1	44914608
ENSG00000267467	APOC4	44942237
ENSG00000224916	APOC4-APOC2	44942256
ENSG00000234906	APOC2	44946051
ENSG00000104853	CLPTM1	44955380
ENSG00000188868	ZNF563	12333633
ENSG00000198342	ZNF442	12365683
ENSG00000196466	ZNF799	12401271
ENSG00000268870		12441082
ENSG00000180855	ZNF443	12441021
ENSG00000242852	ZNF709	12484816
ENSG00000196826		12551474
ENSG00000105607	GCDH	12891160
ENSG00000161860	SYCE2	12919293
ENSG00000179820	MYADM	53867883
ENSG00000126583	PRKCG	53882197
ENSG00000105605	CACNG7	53909278
ENSG00000142408	CACNG8	53962937
ENSG00000130433	CACNG6	53991637
ENSG00000189068	VSTM1	54063897
ENSG00000105643	ARRDC2	18008170
ENSG00000105325	FZR1	3506311
ENSG00000064961	HMG20B	3572944
ENSG00000179855	GIPC3	3585478
ENSG00000007080	CCDC124	17933015
ENSG00000183397	TEKTIP1	3539174
ENSG00000105701	FKBP8	18543573
ENSG00000105700	KXD1	18557870
ENSG00000221983	UBA52	18571857
ENSG00000006016	CRLF1	18606799
ENSG00000006015	REX1BD	18588798
ENSG00000105696	TMEM59L	18612870
ENSG00000198429	ZNF69	11887782
ENSG00000196757	ZNF700	11925107
ENSG00000267179		11925075
ENSG00000197054	ZNF763	11965040
ENSG00000286098		11987641
ENSG00000132010	ZNF20	12140350
ENSG00000257591	ZNF625	12156734
ENSG00000104892	KLC3	45340750
ENSG00000104881	PPP1R13L	45405069
ENSG00000117877	POLR1G	45406644
ENSG00000104884	ERCC2	45370573
ENSG00000198093	ZNF649	51905017
ENSG00000176024	ZNF613	51927472
ENSG00000256683	ZNF350	51986840
ENSG00000170929	OR1M1	9087061
ENSG00000161807	OR7G1	9115763
ENSG00000170920	OR7G3	9126950
ENSG00000130803	ZNF317	9140397
ENSG00000188000	OR7D2	9178979
ENSG00000174667	OR7D4	9219589
ENSG00000079432	CIC	42269252
ENSG00000166289	PLEKHF1	29665461
ENSG00000185385	OR7A17	14886132
ENSG00000104936	DMPK	45782490
ENSG00000127511	SIN3B	16829398
ENSG00000127533	F2RL3	16888999
ENSG00000160111	CPAMD8	17026810
ENSG00000131351	HAUS8	17075452
ENSG00000099624	ATP5F1D	1241751
ENSG00000105711	SCN1B	35030470
ENSG00000187902	SHISA7	55443300
ENSG00000277531	PNMA8C	46428936
ENSG00000089356	FXYD3	35115823
ENSG00000132000	PODNL1	13938417
ENSG00000283567	C19orf85	55464751
ENSG00000129946	SHC2	461033
ENSG00000284491	THSD8	12802069
